file_name,genre,year,artist,title,album,length,bpm,folder
The Beatles - Day Tripper,Classic Rock,1965,The Beatles,Day Tripper,Singles and B-Sides,2:54,137,T - Z
The Beatles - Dear Prudence,Classic Rock,1968,The Beatles,Dear Prudence,The Beatles (The White Album),4:07,75,T - Z
The Beatles - Dig A Pony,Classic Rock,1970,The Beatles,Dig A Pony,Let It Be,3:50,117,T - Z
The Beatles - Do You Want To Know A Secret,Classic Rock,1963,The Beatles,Do You Want To Know A Secret,Please Please Me,2:01,124,T - Z
The Beatles - Don't Let Me Down,Classic Rock,1969,The Beatles,Don't Let Me Down,Singles and B-Sides,3:42,77,T - Z
The Beatles - Drive My Car,Classic Rock,1965,The Beatles,Drive My Car,Rubber Soul,2:33,122,T - Z
The Beatles - Eight Days a Week,Classic Rock,1964,The Beatles,Eight Days A Week,Beatles For Sale,2:46,139,T - Z
The Beatles - Fixing A Hole,Classic Rock,1967,The Beatles,Fixing A Hole,Sgt. Pepper's Lonely Hearts Club Band,2:40,112,T - Z
The Beatles - Get Back,Classic Rock,1970,The Beatles,Get Back,Let It Be,3:12,122,T - Z
The Beatles - Getting Better,Classic Rock,1967,The Beatles,Getting Better,Sgt. Pepper's Lonely Hearts Club Band,2:49,122,T - Z
The Beatles - Girl,Classic Rock,1965,The Beatles,Girl,Rubber Soul,2:40,96,T - Z
The Beatles - Golden Slumbers-Carry That Weight-The End,Classic Rock,1969,The Beatles,Golden Slumbers / Carry That Weight / The End,Abbey Road,5:48,81,T - Z
The Beatles - Good Morning Good Morning,Classic Rock,1967,The Beatles,Good Morning Good Morning,Sgt. Pepper's Lonely Hearts Club Band,2:48,122,T - Z
The Beatles - Hello Goodbye,Classic Rock,1967,The Beatles,Hello Goodbye,Magical Mystery Tour,3:33,99,T - Z
The Beatles - Helter Skelter,Classic Rock,1968,The Beatles,Helter Skelter,The Beatles (The White Album),4:34,83,T - Z
The Beatles - Her Majesty,Classic Rock,1969,The Beatles,Her Majesty,Abbey Road,0:30,101,T - Z
The Beatles - Here Comes The Sun,Classic Rock,1969,The Beatles,Here Comes The Sun,Abbey Road,3:09,128,T - Z
The Beatles - Hey Bulldog,Classic Rock,1969,The Beatles,Hey Bulldog,Yellow Submarine,3:23,100,T - Z
The Beatles - I Am The Walrus,Classic Rock,1967,The Beatles,I Am The Walrus,Magical Mystery Tour,4:19,86,T - Z
The Beatles - I Feel Fine,Classic Rock,1964,The Beatles,I Feel Fine,Singles and B-Sides,2:24,89,T - Z
The Beatles - I Me Mine,Classic Rock,1970,The Beatles,I Me Mine,Let It Be,2:35,131,T - Z
The Beatles - I Saw Her Standing There,Classic Rock,1963,The Beatles,I Saw Her Standing There,Please Please Me,2:55,80,T - Z
The Beatles - I Wanna Be Your Man,Classic Rock,1963,The Beatles,I Wanna Be Your Man,With The Beatles,2:05,98,T - Z
The Beatles - I Want To Hold You Hand,Classic Rock,1963,The Beatles,I Want To Hold Your Hand,Singles and B-Sides,2:29,131,T - Z
The Beatles - I Want You (She's So Heavy),Classic Rock,1969,The Beatles,I Want You (She's So Heavy),Abbey Road,7:50,144,T - Z
The Beatles - I'm Looking Through You,Classic Rock,1965,The Beatles,I'm Looking Through You,Rubber Soul,2:33,85,T - Z
The Beatles - I've Got A Feeling,Classic Rock,1969,The Beatles,I've Got A Feeling,Let It Be,3:44,82,T - Z
The Beatles - If I Needed Someone,Classic Rock,1965,The Beatles,If I Needed Someone,Rubber Soul,2:27,127,T - Z
The Beatles - In My Life,Classic Rock,1965,The Beatles,In My Life,Rubber Soul,2:29,104,T - Z
The Beatles - Lovely Rita,Classic Rock,1967,The Beatles,Lovely Rita,Sgt. Pepper's Lonely Hearts Club Band,2:47,87,T - Z
The Beatles - Lucy in the Sky with Diamonds,Classic Rock,1967,The Beatles,Lucy in the Sky with Diamonds,Sgt. Pepper's Lonely Hearts Club Band,3:43,94,T - Z
The Beatles - Maxwells Silver Hammer,Classic Rock,1969,The Beatles,Maxwell's Silver Hammer,Abbey Road,3:29,130,T - Z
The Beatles - Michelle,Classic Rock,1965,The Beatles,Michelle,Rubber Soul,2:56,118,T - Z
The Beatles - Norwegian Wood (This Bird Has Flown),Classic Rock,1965,The Beatles,Norwegian Wood (This Bird Has Flown),Rubber Soul,2:09,175,T - Z
The Beatles - Nowhere Man,Classic Rock,1965,The Beatles,Nowhere Man,Rubber Soul,2:51,121,T - Z
The Beatles - Octopus's Garden,Classic Rock,1969,The Beatles,Octopus's Garden,Abbey Road,2:55,92,T - Z
The Beatles - Oh! Darling,Classic Rock,1969,The Beatles,Oh! Darling,Abbey Road,3:30,172,T - Z
The Beatles - Paperback Writer,Classic Rock,1966,The Beatles,Paperback Writer,Singles and B-Sides,2:23,79,T - Z
The Beatles - Polythene Pam-She Came In Through The Bathroom Window,Classic Rock,1969,The Beatles,Polythene Pam / She Came In Through The Bathroom Window,Abbey Road,3:14,80,T - Z
The Beatles - Revolution,Classic Rock,1968,The Beatles,Revolution,Singles and B-Sides,3:26,122,T - Z
The Beatles - Run For Your Life,Classic Rock,1965,The Beatles,Run For Your Life,Rubber Soul,2:31,177,T - Z
The Beatles - Sgt Pepper's Lonely Hearts Club Band-With A Little Help From My Friends,Classic Rock,1967,The Beatles,Sgt. Pepper's Lonely Hearts Club Band / With A Little Help From My Friends,Sgt. Pepper's Lonely Hearts Club Band,4:47,96,T - Z
The Beatles - Something,Classic Rock,1969,The Beatles,Something,Abbey Road,3:07,130,T - Z
The Beatles - Sun King-Mean Mr. Mustard,Classic Rock,1969,The Beatles,Sun King / Mean Mr. Mustard,Abbey Road,3:48,75,T - Z
The Beatles - Taxman,Classic Rock,1966,The Beatles,Taxman,Revolver,2:31,133,T - Z
The Beatles - The End,Classic Rock,1969,The Beatles,The End,Abbey Road,2:07,122,T - Z
The Beatles - The Word,Classic Rock,1965,The Beatles,The Word,Rubber Soul,2:55,120,T - Z
The Beatles - Think For Yourself,Classic Rock,1965,The Beatles,Think For Yourself,Rubber Soul,2:24,128,T - Z
The Beatles - Ticket to Ride,Classic Rock,1965,The Beatles,Ticket to Ride,Help!,3:06,123,T - Z
The Beatles - Twist and Shout,Classic Rock,1963,The Beatles,Twist and Shout,Please Please Me,2:37,124,T - Z
The Beatles - Wait,Classic Rock,1965,The Beatles,Wait,Rubber Soul,2:18,126,T - Z
The Beatles - What Goes On,Classic Rock,1965,The Beatles,What Goes On,Rubber Soul,2:52,96,T - Z
The Beatles - When I'm Sixty-Four,Classic Rock,1967,The Beatles,When I'm Sixty-Four,Sgt. Pepper's Lonely Hearts Club Band,2:45,141,T - Z
The Beatles - While My Guitar Gently Weeps,Classic Rock,1968,The Beatles,While My Guitar Gently Weeps,The Beatles (The White Album),4:54,115,T - Z
The Beatles - Within You Without You Tomorrow Never Knows,Classic Rock,2006,The Beatles,Within You Without You / Tomorrow Never Knows,Love,2:25,126,T - Z
The Beatles - Within You Without You,Classic Rock,1967,The Beatles,Within You Without You,Sgt. Pepper's Lonely Hearts Club Band,5:08,124,T - Z
The Beatles - Yellow Submarine,Classic Rock,1966,The Beatles,Yellow Submarine,Revolver,2:40,110,T - Z
The Beatles - You Never Give Me Your Money,Classic Rock,1969,The Beatles,You Never Give Me Your Money,Abbey Road,3:50,88,T - Z
The Beatles - You Won't See Me,Classic Rock,1965,The Beatles,You Won't See Me,Rubber Soul,3:29,115,T - Z
The Bee Gees - Jive Talkin',Pop/Dance/Electronic,1975,The Bee Gees,Jive Talkin',Main Course,3:53,105,T - Z
The Bee Gees - Night Fever,Pop/Dance/Electronic,1977,The Bee Gees,Night Fever,Saturday Night Fever: OST,3:52,109,T - Z
The Bee Gees - Nights on Broadway,Pop/Dance/Electronic,1975,The Bee Gees,Nights on Broadway,Main Course,4:44,89,T - Z
The Bee Gees - Stayin' Alive,Pop/Dance/Electronic,1977,The Bee Gees,Stayin' Alive,Saturday Night Fever: OST,4:57,103,T - Z
The Bee Gees - Tragedy,Pop/Dance/Electronic,1979,The Bee Gees,Tragedy,Spirits Having Flown,5:08,118,T - Z
The Bee Gees - You Should Be Dancing,Pop/Dance/Electronic,1976,The Bee Gees,You Should Be Dancing,Children of the World,4:37,123,T - Z
The Bergamot - Forget About Tomorrow,Indie Rock,2016,The Bergamot,Forget About Tomorrow,Tones,4:00,122,T - Z
The Bitter Roots - Me and You,Rock,2011,The Bitter Roots,Me and You,(single),5:33,102,T - Z
The Bitter Roots - Victim,Rock,2010,The Bitter Roots,Victim,Moral Hazard,4:11,78,T - Z
The Black Beverly Heels - Dark Beat,Rock,2010,The Black Beverly Heels,Dark Beat,The Heels Are Alive,3:00,80,T - Z
The Black Cheers - (You're) Breakin' Up,Punk,2015,The Black Cheers,(You're) Breakin' Up,Sick Gun,2:51,171,T - Z
The Black Crowes - Hard to Handle,Rock,1990,Black Crowes (WaveGroup),Hard to Handle,Shake Your Moneymaker,3:21,103,T - Z
The Black Crowes - Remedy,Rock,1992,The Black Crowes,Remedy,The Southern Harmony and Musical Companion,5:22,80,T - Z
The Black Crowes - She Talks to Angels,Rock,1990,The Black Crowes,She Talks to Angels,Shake Your Money Maker,5:34,80,T - Z
The Black Crowes - Sometimes Salvation,Rock,1992,The Black Crowes,Sometimes Salvation,The Southern Harmony and Musical Companion,4:45,94,T - Z
The Black Dahlia Murder - What a Horrible Night to Have a Curse,Metal,2007,The Black Dahlia Murder,What a Horrible Night to Have a Curse,Nocturnal,3:53,108,T - Z
The Black Eyed Peas - I Gotta Feeling,Pop/Dance/Electronic,2009,The Black Eyed Peas,I Gotta Feeling,The E.N.D,4:54,128,T - Z
The Black Keys - Fever,Rock,2014,The Black Keys,Fever,Turn Blue,4:11,127,T - Z
The Black Keys - Gold on the Ceiling,Rock,2011,The Black Keys,Gold on the Ceiling,El Camino,3:44,130,T - Z
The Black Keys - Howlin' for You,Rock,2010,The Black Keys,Howlin' for You,Brothers,3:16,133,T - Z
The Black Keys - I Got Mine,Rock,2008,The Black Keys,I Got Mine,Attack & Release,3:58,155,T - Z
The Black Keys - Lonely Boy,Rock,2011,The Black Keys,Lonely Boy,El Camino,3:14,84,T - Z
The Black Keys - Strange Times,Rock,2008,The Black Keys,Strange Times,Attack & Release,3:16,159,T - Z
The Black Keys - Tighten Up,Rock,2010,The Black Keys,Tighten Up,Brothers,3:36,109,T - Z
The Black Keys - Your Touch,Rock,2006,The Black Keys,Your Touch,Magic Potion,2:48,118,T - Z
The Blackout Argument - Satisfying Angst,Punk,2011,The Blackout Argument,Satisfying Angst,Detention,2:55,120,T - Z
The Bloody Five - Never Again,Grunge,2010,The Bloody Five,Never Again,Bedroom Music,4:36,142,T - Z
The Blue News - Hitman Blues,Blues,2011,The Blue News,Hitman Blues,Wartime Songs,3:15,101,T - Z
The Blue News - Just a Game,Blues,2011,The Blue News,Just a Game,Wartime Songs,3:19,158,T - Z
The Bouncing Souls - Gasoline,Punk,2010,The Bouncing Souls,Gasoline,Ghosts of the Boardwalk,4:12,175,T - Z
The Bouncing Souls - ¡Olé!,Punk,1999,The Bouncing Souls,¡Olé!,Hopeless Romantic,3:03,124,T - Z
The Boyscout feat. Amanda Somerville - Blood Red Rose,Pop Rock,2011,The Boyscout feat. Amanda Somerville,Blood Red Rose,Blood Red Rose,4:02,128,T - Z
The Bravery - Believe,Rock,2007,The Bravery,Believe,The Sun and the Moon,3:54,165,T - Z
The Break Down - Peace of Mind,R&B/Soul/Funk,2009,The Break Down,Peace of Mind,The Break Down,5:47,88,T - Z
The Break Down - So Fine,R&B/Soul/Funk,2009,The Break Down,So Fine,The Break Down,4:25,134,T - Z
The Break Down - Standing Still,R&B/Soul/Funk,2009,The Break Down,Standing Still,The Break Down,5:31,92,T - Z
The Break Down - Touch the Mic,Hip-Hop/Rap,2009,The Break Down,Touch the Mic,The Break Down,3:46,93,T - Z
The Bronx - False Alarm,Punk,2003,The Bronx,False Alarm,The Bronx,2:18,84,T - Z
The Bronx - Knifeman,Punk,2008,The Bronx,Knifeman,The Bronx III,4:02,120,T - Z
The Bronx - Past Lives,Punk,2008,The Bronx,Past Lives,The Bronx III,3:33,157,T - Z
The Bronx - Six Days a Week,Punk,2008,The Bronx,Six Days A Week,The Bronx,3:17,165,T - Z
The Bronx - Young Bloods,Punk,2008,The Bronx,Young Bloods,The Bronx III,2:57,169,T - Z
The Buffalo Joe Band - Our Time,Classic Rock,1998,The Buffalo Joe Band,Our Time,Patrick's Place,3:53,76,T - Z
The Bungles - Hey Satomi (feat. Justine Skyers),Pop Rock,2010,The Bungles,Hey Satomi (feat. Justine Skyers),Rules to Rock By,2:43,155,T - Z
The Bunny the Bear - Lonely,Metal,2012,The Bunny the Bear,Lonely,The Stomach For It,3:43,139,T - Z
The Bunny the Bear - Ocean Floor,Metal,2011,The Bunny the Bear,Ocean Floor,If You Don't Have Anything Nice to Say...,3:38,139,T - Z
The Burial - Pearls; The Frailty of Matter,Metal,2011,The Burial,Pearls,Lights and Perfections,3:41,120,T - Z
The Cab - Bounce,Pop Rock,2008,The Cab,Bounce,Whisper War,3:42,79,T - Z
The Cab - One of THOSE Nights,Pop Rock,2008,The Cab,One of THOSE Nights,Whisper War,3:34,106,T - Z
The Cars - All Mixed Up,Alternative,1978,The Cars,All Mixed Up,The Cars,4:47,121,T - Z
The Cars - Bye Bye Love,Alternative,1978,The Cars,Bye Bye Love,The Cars,4:19,126,T - Z
The Cars - Don't Cha Stop,Alternative,1978,The Cars,Don't Cha Stop,The Cars,3:35,157,T - Z
The Cars - Good Times Roll,Alternative,1978,The Cars,Good Times Roll,The Cars,3:50,107,T - Z
The Cars - I'm in Touch With Your World,Alternative,1978,The Cars,I'm in Touch with Your World,The Cars,3:35,112,T - Z
The Cars - Just What I Needed,Alternative,1978,The Cars,Just What I Needed,The Cars,3:47,127,T - Z
The Cars - Moving in Stereo,Alternative,1978,The Cars,Moving in Stereo,The Cars,5:13,115,T - Z
The Cars - My Best Friend's Girl,Alternative,1978,The Cars,My Best Friend's Girl,The Cars,3:54,121,T - Z
The Cars - You're All I've Got Tonight,Alternative,1978,The Cars,You're All I've Got Tonight,The Cars,4:20,123,T - Z
The Carsitters - All Eyes on Me,Rock,2009,The Carsitters,All Eyes on Me,No Time,3:53,135,T - Z
The Carsitters - Push Me,Rock,2009,The Carsitters,Push Me,No time,3:05,181,T - Z
The Chainsmokers & Coldplay - Something Just Like This,Pop/Dance/Electronic,2017,The Chainsmokers & Coldplay,Something Just Like This,Memories...Do Not Open,4:05,103,T - Z
The Chainsmokers ft. Halsey - Closer,Pop/Dance/Electronic,2016,The Chainsmokers ft. Halsey,Closer,Closer,4:09,95,T - Z
The Chemical Brothers - Let Forever Be,Pop/Dance/Electronic,1999,The Chemical Brothers,Let Forever Be,Surrender,4:15,127,T - Z
The Chevelles - Get It On,Rock,2008,The Chevelles,Get It On,"Barbarella Girl God, Introducing The Chevelles",3:27,161,T - Z
The Clash - Brand New Cadillac,Punk,1979,The Clash,Brand New Cadillac,London Calling,2:14,75,T - Z
The Clash - Clampdown,Punk,1979,The Clash,Clampdown,London Calling,3:49,144,T - Z
The Clash - Complete Control,Punk,1977,The Clash,Complete Control,The Clash,3:18,173,T - Z
The Clash - Death or Glory,Punk,1979,The Clash,Death or Glory,London Calling,4:00,137,T - Z
The Clash - Four Horsemen,Punk,1979,The Clash,Four Horsemen,London Calling,2:59,141,T - Z
The Clash - Hateful,Punk,1979,The Clash,Hateful,London Calling,2:50,111,T - Z
The Clash - I Fought the Law,Punk,1977,The Clash,I Fought the Law,The Clash,2:43,75,T - Z
The Clash - I'm Not Down,Punk,1979,The Clash,I'm Not Down,London Calling,3:12,136,T - Z
The Clash - Jimmy Jazz,Punk,1979,The Clash,Jimmy Jazz,London Calling,4:00,130,T - Z
The Clash - Koka Kola,Punk,1979,The Clash,Koka Kola,London Calling,1:50,80,T - Z
The Clash - London Calling,Punk,1979,The Clash,London Calling,London Calling,3:25,134,T - Z
The Clash - Lost in the Supermarket,Punk,1979,The Clash,Lost in the Supermarket,London Calling,3:53,146,T - Z
The Clash - Lover's Rock,Punk,1979,The Clash,Lover's Rock,London Calling,4:09,128,T - Z
The Clash - Revolution Rock,Punk,1979,The Clash,Revolution Rock,London Calling,5:39,79,T - Z
The Clash - Rock the Casbah,Punk,1982,The Clash,Rock the Casbah,Combat Rock,3:52,129,T - Z
The Clash - Rudie Can't Fail,Punk,1979,The Clash,Rudie Can't Fail,London Calling,3:49,97,T - Z
The Clash - Safe European Home,Rock,1978,The Clash,Safe European Home,Give 'Em Enough Rope,3:50,179,T - Z
The Clash - Should I Stay or Should I Go,Punk,1982,The Clash,Should I Stay or Should I Go,Combat Rock,3:14,113,T - Z
The Clash - Spanish Bombs,Punk,1979,The Clash,Spanish Bombs,London Calling,3:24,148,T - Z
The Clash - The Card Cheat,Punk,1979,The Clash,The Card Cheat,London Calling,3:54,144,T - Z
The Clash - The Guns of Brixton,Punk,1979,The Clash,The Guns of Brixton,London Calling,3:17,96,T - Z
The Clash - The Right Profile,Punk,1979,The Clash,The Right Profile,London Calling,3:59,140,T - Z
The Clash - Train in Vain (Stand by Me),Punk,1979,The Clash,Train in Vain (Stand by Me),London Calling,3:20,121,T - Z
The Clash - Wrong 'Em Boyo,Punk,1979,The Clash,Wrong 'Em Boyo,London Calling,3:20,147,T - Z
The Cliks - Dirty King,Rock,2009,The Cliks,Dirty King,Dirty King,4:00,145,T - Z
The Cold Goodnight - Cool As the Other Side of the Pillow,Alternative,2009,The Cold Goodnight,Cool As the Other Side of the Pillow,Werewolves & Red Lights,2:12,149,T - Z
The Cold Goodnight - Give v1,Alternative,2009,The Cold Goodnight,Give v1,Werewolves & Red Lights,3:04,87,T - Z
The Cold Goodnight - Give,Alternative,2009,The Cold Goodnight,Give,Werewolves & Red Lights,3:08,87,T - Z
The Cold Goodnight - Hurricane,Alternative,2009,The Cold Goodnight,Hurricane,Werewolves & Red Lights,3:14,159,T - Z
The Cold Goodnight - Revenants,Alternative,2009,The Cold Goodnight,Revenants,Werewolves & Red Lights,3:27,159,T - Z
The Coral - Dreaming of You,Indie Rock,2002,The Coral,Dreaming of You,The Coral,2:21,99,T - Z
The Cranberries - Dreams,Alternative,1993,The Cranberries,Dreams,"Everybody Else Is Doing It, So Why Can't We?",4:23,128,T - Z
The Cranberries - Linger,Alternative,1993,The Cranberries,Linger,"Everybody Else Is Doing It, So Why Can't We?",4:37,94,T - Z
The Cranberries - Ode To My Family,Alternative,1994,The Cranberries,Ode To My Family,No Need to Argue,4:39,94,T - Z
The Cranberries - Zombie,Alternative,1994,The Cranberries,Zombie,No Need to Argue,5:14,83,T - Z
The Cult - Love Removal Machine,Rock,1987,The Cult,Love Removal Machine,Electric,4:26,137,T - Z
The Cult - She Sells Sanctuary,Rock,1985,The Cult,She Sells Sanctuary,Love,4:27,139,T - Z
The Cure - Fascination Street,Alternative,1989,The Cure,Fascination Street,Disintegration,5:14,100,T - Z
The Cure - Friday I'm In Love,Alternative,1992,The Cure,Friday I'm In Love,Wish,3:37,135,T - Z
The Cure - Just Like Heaven,Alternative,1987,The Cure,Just Like Heaven,"Kiss Me, Kiss Me, Kiss Me",3:34,75,T - Z
The Cure - Lovesong,Alternative,1989,The Cure,Lovesong,Disintegration,3:29,139,T - Z
The Damned - Smash It Up (Part II),Punk,1979,The Damned,Smash It Up (Part II),Machine Gun Etiquette,2:50,167,T - Z
The Damned Things - We've Got a Situation Here,Metal,2010,The Damned Things,We've Got a Situation Here,Ironiclast,4:29,93,T - Z
The Dandy Warhols - Bohemian Like You,Alternative,2000,The Dandy Warhols,Bohemian Like You,Thirteen Tales from Urban Bohemia,3:38,131,T - Z
The Dangerous Summer - The Permanent Rain,Alternative,2009,The Dangerous Summer,The Permanent Rain,Reach for the Sun,3:28,125,T - Z
The Darkest of the Hillside Thickets - Shhh,Rock,2008,The Darkest of the Hillside Thickets,Shhh....,The Shadow Out of Tim (Unreleased Track),4:29,173,T - Z
The Darkness - I Believe in a Thing Called Love,Rock,2003,The Darkness,I Believe in a Thing Called Love,Permission to Land,3:41,128,T - Z
The Dead Weather - Hang You from the Heavens,Alternative,2009,"Dead Weather, The",Hang You from the Heavens,Horehound,3:39,127,T - Z
The Dead Weather - No Hassle Night,Alternative,2009,"Dead Weather, The",No Hassle Night,Horehound,2:55,80,T - Z
The Dead Weather - Treat Me Like Your Mother,Alternative,2009,"Dead Weather, The",Treat Me Like Your Mother,Horehound,4:17,97,T - Z
The Decemberists - The Perfect Crime #2,Alternative,2006,The Decemberists,The Perfect Crime #2,The Crane Wife,5:32,134,T - Z
The Derek Trucks Band - Younk Funk,Rock,1998,The Derek Trucks Band,Younk Funk,Out Of The Madness,4:53,114,T - Z
The Devil Wears Prada - Dez Moines,Metal,2009,The Devil Wears Prada,Dez Moines,With Roots Above and Branches Below,4:06,149,T - Z
The Devil Wears Prada - Dogs Can Grow Beards All Over,Metal,2006,The Devil Wears Prada,Dogs Can Grow Beards All Over,Dear Love: A Beautiful Discord,3:31,145,T - Z
"The Devil Wears Prada - Hey John, What's Your Name Again",Metal,2007,The Devil Wears Prada,"Hey John, What's Your Name Again?",Plagues,3:38,89,T - Z
The Devil Wears Prada - HTML Rulez D00d,Metal,2008,The Devil Wears Prada,HTML Rulez D00d,Plagues,3:45,133,T - Z
"The Dillinger Escape Plan - Farewell, Mona Lisa v1",Metal,2010,The Dillinger Escape Plan,"Farewell, Mona Lisa v1",Option Paralysis,5:34,128,T - Z
"The Dillinger Escape Plan - Farewell, Mona Lisa",Metal,2010,The Dillinger Escape Plan,"Farewell, Mona Lisa",Option Paralysis,5:34,128,T - Z
The Dillinger Escape Plan - Gold Teeth on a Bum,Metal,2010,The Dillinger Escape Plan,Gold Teeth on a Bum,Option Paralysis,5:28,132,T - Z
The Dillinger Escape Plan - Parasitic Twins,Metal,2010,The Dillinger Escape Plan,Parasitic Twins,Option Paralysis,4:44,120,T - Z
The Dillinger Escape Plan - Setting Fire to Sleeping Giants,Metal,2004,The Dillinger Escape Plan,Setting Fire to Sleeping Giants,Miss Machine,3:33,166,T - Z
The Dillinger Escape Plan - Widower,Metal,2010,The Dillinger Escape Plan,Widower,Option Paralysis,6:23,135,T - Z
The Dirty Love Band - Moonboy,Rock,2010,The Dirty Love Band,Moonboy,Generation Sex,2:49,181,T - Z
The Distillers - Drain the Blood,Punk,2003,The Distillers,Drain the Blood,Coral Fang,3:12,84,T - Z
The Donnas - New Kid in School,Rock,2007,The Donnas,New Kid In School,Bitchin',3:39,139,T - Z
The Donnas - Take It Off,Rock,2002,The Donnas,Take It Off,Spend the Night,2:43,79,T - Z
The Doobie Brothers - China Grove,Classic Rock,1973,The Doobie Brothers,China Grove,The Captain and Me,3:18,146,T - Z
The Doobie Brothers - Listen to the Music,Classic Rock,1972,The Doobie Brothers,Listen to the Music,Toulouse Street,4:15,105,T - Z
The Doobie Brothers - Long Train Runnin',Classic Rock,1973,The Doobie Brothers,Long Train Runnin',The Captain and Me,3:32,119,T - Z
The Doors - Break on Through (To the Other Side),Classic Rock,1967,The Doors,Break on Through (To the Other Side),The Doors,2:31,183,T - Z
"The Doors - Hello, I Love You",Classic Rock,1968,The Doors,"Hello, I Love You",Waiting for the Sun,2:34,118,T - Z
The Doors - L.A. Woman,Classic Rock,1971,The Doors,L.A. Woman,L.A. Woman,7:29,83,T - Z
The Doors - Light My Fire,Classic Rock,1967,The Doors,Light My Fire,The Doors,6:56,128,T - Z
The Doors - Love Her Madly,Classic Rock,1971,The Doors,Love Her Madly,L.A. Woman,3:19,146,T - Z
The Doors - Love Me Two Times,Classic Rock,1967,The Doors,Love Me Two Times,Strange Days,3:19,131,T - Z
The Doors - Peace Frog,Classic Rock,1970,The Doors,Peace Frog,Morrison Hotel,3:04,111,T - Z
The Doors - People are Strange,Classic Rock,1967,The Doors,People Are Strange,Strange Days,2:16,120,T - Z
The Doors - Riders on the Storm,Classic Rock,1971,The Doors,Riders on the Storm,L.A. Woman,6:44,101,T - Z
The Doors - Roadhouse Blues,Classic Rock,1970,The Doors,Roadhouse Blues,Morrison Hotel,4:11,120,T - Z
The Doors - Soul Kitchen,Classic Rock,1971,The Doors,Soul Kitchen,L.A. Woman,3:37,117,T - Z
The Doors - The Crystal Ship,Classic Rock,1967,The Doors,The Crystal Ship,The Doors,2:37,91,T - Z
The Doors - Touch Me,Classic Rock,1969,The Doors,Touch Me,The Soft Parade,3:17,103,T - Z
The Downtown Fiction - Best I Never Had,Alternative,2010,The Downtown Fiction,Best I Never Had,Best I Never Had EP,3:17,92,T - Z
The Downtown Fiction - I Just Wanna Run,Alternative,2010,The Downtown Fiction,I Just Wanna Run,Best I Never Had EP,3:37,128,T - Z
The Downtown Fiction - Oceans Between Us,Alternative,2010,The Downtown Fiction,Oceans Between Us,Best I Never Had EP,3:40,175,T - Z
The Duel - What Do You Do When the Money Runs Out,Punk,2006,The Duel,What Do You Do When the Money Runs Out,Let's Finish What We Started,3:26,81,T - Z
The Duke Spirit - Send a Little Love Token,Alternative,2008,The Duke Spirit,Send A Little Love Token,Neptune,2:47,76,T - Z
The Early Strike - Shut Up,Punk,2010,The Early Strike,Shut Up,Ten Outta Ten,3:33,114,T - Z
The Edgar Winter Group - Frankenstein,Classic Rock,1972,The Edgar Winter Group,Frankenstein,They Only Come Out at Night,4:49,95,T - Z
The Edgar Winter Group - Free Ride,Classic Rock,1972,The Edgar Winter Group,Free Ride,They Only Come Out at Night,3:26,124,T - Z
The Eiffels - Body Like That,Alternative,2018,The Eiffels,Body Like That,Body Like That - Single,3:07,139,T - Z
The Elms - Strut,Rock,2009,The Elms,Strut,The Great American Midrange,3:29,86,T - Z
The Enemy - Aggro,Punk,2007,The Enemy,Aggro,We'll Live and Die in These Towns,3:11,145,T - Z
The Everybody - Surf Spy,Indie Rock,2009,The Everybody,Surf Spy,Avatar,2:39,148,T - Z
The Everybody - You Got That,Indie Rock,2009,The Everybody,You Got That,Avatar,3:21,108,T - Z
The Exies - Hey You,Alternative,2004,The Exies,Hey You,Head for the Door,4:00,101,T - Z
The Expendables - Sacrifice,Reggae/Ska,2007,The Expendables,Sacrifice,The Expendables,4:46,85,T - Z
The Faceless - XenoChrist,Metal,2008,The Faceless,XenoChrist,Planetary Duality,4:57,120,T - Z
The Faint - The Geeks Were Right,Indie Rock,2008,The Faint,The Geeks Were Right,Fasciinatiion,2:59,130,T - Z
The Fall Of Troy - A Classic Case Of Transference,Metal,2009,Fall of Troy,A Classic Case of Transference,In the Unlikely Event,4:45,87,T - Z
The Fall of Troy - F.C.P.R.E.M.I.X,Metal,2005,The Fall of Troy,F.C.P.R.E.M.I.X.,Doppelgänger,4:03,84,T - Z
The Fall Of Troy - Panic Attack!,Metal,2009,Fall of Troy,Panic Attack!,In the Unlikely Event,3:39,83,T - Z
The Fall Of Troy - Single,Metal,2009,Fall of Troy,Single,In the Unlikely Event,3:07,123,T - Z
The Fenton Project - If We Only Saw Sepia,Progressive Rock,2011,The Fenton Project,If We Only Saw Sepia,The Fenton Project,7:19,82,T - Z
The Fetals - Afflicted,Metal,2009,The Fetals,Afflicted,Conceived to Destroy,5:20,123,T - Z
The Fire Violets - Dead to the World,Alternative,2010,The Fire Violets,Dead to the World,The Fire Violets,3:32,117,T - Z
The Fire Violets - Fence Jumper,Alternative,2010,The Fire Violets,Fence Jumper,The Fire Violets,3:28,120,T - Z
The Fisticuffs - Liverpool Judies,Punk,2009,The Fisticuffs,Liverpool Judies,Neatly Stumblin',3:29,80,T - Z
The Flaming Lips - Yoshimi Battles the Pink Robots Pt. 1,Alternative,2002,The Flaming Lips,Yoshimi Battles the Pink Robots Pt. 1,Yoshimi Battles the Pink Robots,4:53,78,T - Z
